Year,Quarter,Area,Field,Initial Value,First Revised Value,Second Revised Value,Third Revised Value,Fourth Revised Value,Final Value
2017,2,Illinois,April Employment,5897052,5895568,5902553,5901168,Not applicable,5901168
2017,2,Illinois,May Employment,5956929,5956139,5962781,5962608,Not applicable,5962608
2017,2,Illinois,June Employment,6006636,6004859,6012293,6013968,Not applicable,6013968
2017,2,Illinois,Total Quarterly Wages,82217703480,82173160593,82231250899,82202939603,Not applicable,82202939603
2017,2,Indiana,Quarterly Establishments,164321,165166,165046,165039,Not applicable,165039
2017,2,Indiana,April Employment,3010000,3009330,3009892,3009921,Not applicable,3009921
2017,2,Indiana,May Employment,3037536,3037079,3037554,3037583,Not applicable,3037583
2017,2,Indiana,June Employment,3040981,3041270,3041425,3041425,Not applicable,3041425
2017,2,Indiana,Total Quarterly Wages,33834678554,33830936442,33839637041,33840147985,Not applicable,33840147985
2017,2,Iowa,Quarterly Establishments,101691,101273,101275,101275,Not applicable,101275
2017,2,Iowa,April Employment,1541469,1541194,1541194,1541194,Not applicable,1541194
2017,2,Iowa,May Employment,1553312,1553330,1553330,1553330,Not applicable,1553330
2017,2,Iowa,June Employment,1571414,1571744,1571744,1571744,Not applicable,1571744
2017,2,Iowa,Total Quarterly Wages,17239660319,17231951305,17230231287,17230231287,Not applicable,17230231287
2017,2,Kansas,Quarterly Establishments,90265,89954,89606,89414,Not applicable,89414
2017,2,Kansas,April Employment,1368057,1369190,1369260,1369260,Not applicable,1369260
2017,2,Kansas,May Employment,1374765,1375978,1376008,1376008,Not applicable,1376008
2017,2,Kansas,June Employment,1377791,1379222,1379267,1379267,Not applicable,1379267
2017,2,Kansas,Total Quarterly Wages,15165540188,15198667851,15199268698,15199268698,Not applicable,15199268698
2017,2,Kentucky,Quarterly Establishments,120800,121202,121312,121292,Not applicable,121292
2017,2,Kentucky,April Employment,1878862,1878671,1878088,1877548,Not applicable,1877548
2017,2,Kentucky,May Employment,1888621,1888347,1887797,1887234,Not applicable,1887234
2017,2,Kentucky,June Employment,1889421,1889248,1889006,1888455,Not applicable,1888455
2017,2,Kentucky,Total Quarterly Wages,21140516989,21134231965,21128068580,21123273077,Not applicable,21123273077
2017,2,Louisiana,Quarterly Establishments,131407,131126,130585,130113,Not applicable,130113
2017,2,Louisiana,April Employment,1909004,1911637,1911244,1911513,Not applicable,1911513
2017,2,Louisiana,May Employment,1918179,1920669,1920286,1920592,Not applicable,1920592
2017,2,Louisiana,June Employment,1907721,1910343,1909956,1910289,Not applicable,1910289
2017,2,Louisiana,Total Quarterly Wages,21592749772,21622896041,21618261565,21620295069,Not applicable,21620295069
2017,2,Maine,Quarterly Establishments,54358,54112,53877,53786,Not applicable,53786
2017,2,Maine,April Employment,594025,594254,594514,594477,Not applicable,594477
2017,2,Maine,May Employment,609707,609989,610358,610420,Not applicable,610420
2017,2,Maine,June Employment,629145,629655,630155,630191,Not applicable,630191
2017,2,Maine,Total Quarterly Wages,6464646589,6465585069,6472733684,6473589015,Not applicable,6473589015
2017,2,Maryland,Quarterly Establishments,171810,172792,172780,172763,Not applicable,172763
2017,2,Maryland,April Employment,2649760,2648316,2648976,2648804,Not applicable,2648804
2017,2,Maryland,May Employment,2673336,2671558,2672159,2671986,Not applicable,2671986
2017,2,Maryland,June Employment,2694828,2694505,2695285,2693114,Not applicable,2693114
2017,2,Maryland,Total Quarterly Wages,38333024836,38306876135,38310007571,38309332093,Not applicable,38309332093
2017,2,Massachusetts,Quarterly Establishments,252345,252073,251755,251800,Not applicable,251800
2017,2,Massachusetts,April Employment,3513155,3515832,3517499,3518797,Not applicable,3518797
2017,2,Massachusetts,May Employment,3550237,3553949,3555919,3557573,Not applicable,3557573
2017,2,Massachusetts,June Employment,3604525,3610031,3611711,3613394,Not applicable,3613394
2017,2,Massachusetts,Total Quarterly Wages,59064364505,59123615209,59133431945,59157206868,Not applicable,59157206868
2017,2,Michigan,Quarterly Establishments,242874,245005,245063,245066,Not applicable,245066
2017,2,Michigan,April Employment,4265874,4266923,4266051,4264156,Not applicable,4264156
2017,2,Michigan,May Employment,4331814,4333539,4332709,4330991,Not applicable,4330991
2017,2,Michigan,June Employment,4365335,4368463,4367683,4365962,Not applicable,4365962
2017,2,Michigan,Total Quarterly Wages,54409445575,54417313635,54403275871,54402995641,Not applicable,54402995641
2017,2,Minnesota,Quarterly Establishments,168986,167984,167994,167074,Not applicable,167074
2017,2,Minnesota,April Employment,2838188,2837278,2837802,2838182,Not applicable,2838182
2017,2,Minnesota,May Employment,2875254,2874604,2875248,2875600,Not applicable,2875600
2017,2,Minnesota,June Employment,2902072,2902132,2902907,2903438,Not applicable,2903438
2017,2,Minnesota,Total Quarterly Wages,38730319693,38735310948,38748000240,38757614227,Not applicable,38757614227
2017,2,Mississippi,Quarterly Establishments,73384,72815,72625,72624,Not applicable,72624
2017,2,Mississippi,April Employment,1129815,1129461,1129465,1129413,Not applicable,1129413
2017,2,Mississippi,May Employment,1132238,1131913,1131924,1131828,Not applicable,1131828
2017,2,Mississippi,June Employment,1128924,1128525,1128537,1128412,Not applicable,1128412
2017,2,Mississippi,Total Quarterly Wages,10755987127,10751351865,10751640325,10751166951,Not applicable,10751166951
2017,2,Missouri,Quarterly Establishments,206642,205651,205196,204479,Not applicable,204479
2017,2,Missouri,April Employment,2800241,2798706,2797481,2796931,Not applicable,2796931
2017,2,Missouri,May Employment,2812066,2810546,2809312,2808862,Not applicable,2808862
2017,2,Missouri,June Employment,2818747,2817474,2816257,2815760,Not applicable,2815760
2017,2,Missouri,Total Quarterly Wages,32467363071,32451020656,32437933416,32434401704,Not applicable,32434401704
2017,2,Montana,Quarterly Establishments,48257,48268,48272,48271,Not applicable,48271
2017,2,Montana,April Employment,457476,457395,457338,457338,Not applicable,457338
2017,2,Montana,May Employment,465740,465576,465532,465532,Not applicable,465532
2017,2,Montana,June Employment,473600,473429,473354,473354,Not applicable,473354
2017,2,Montana,Total Quarterly Wages,4823995868,4823708443,4823575802,4823575347,Not applicable,4823575347
2017,2,Nebraska,Quarterly Establishments,72626,72634,72633,72633,Not applicable,72633
2017,2,Nebraska,April Employment,970671,971036,971025,971025,Not applicable,971025
2017,2,Nebraska,May Employment,978889,979118,978974,978974,Not applicable,978974
2017,2,Nebraska,June Employment,983974,984471,984517,984517,Not applicable,984517
2017,2,Nebraska,Total Quarterly Wages,10589331646,10589099680,10589093039,10589093039,Not applicable,10589093039
2017,2,Nevada,Quarterly Establishments,80650,80581,79875,79138,Not applicable,79138
2017,2,Nevada,April Employment,1313129,1312856,1311959,1311842,Not applicable,1311842
2017,2,Nevada,May Employment,1326264,1325440,1324549,1324436,Not applicable,1324436
2017,2,Nevada,June Employment,1333476,1333026,1331268,1331160,Not applicable,1331160
2017,2,Nevada,Total Quarterly Wages,15495408501,15490477153,15488466635,15486631531,Not applicable,15486631531
2017,2,New Hampshire,Quarterly Establishments,52055,51846,51848,51848,Not applicable,51848
2017,2,New Hampshire,April Employment,647138,646971,646965,646930,Not applicable,646930
2017,2,New Hampshire,May Employment,655315,655140,655125,655133,Not applicable,655133
2017,2,New Hampshire,June Employment,665432,665385,665384,665395,Not applicable,665395
2017,2,New Hampshire,Total Quarterly Wages,8657641281,8657043154,8656941651,8656958481,Not applicable,8656958481
2017,2,New Jersey,Quarterly Establishments,272782,268314,266431,263823,Not applicable,263823
2017,2,New Jersey,April Employment,3986471,3985381,3984901,3985265,Not applicable,3985265
2017,2,New Jersey,May Employment,4045590,4043715,4043292,4043624,Not applicable,4043624
2017,2,New Jersey,June Employment,4123456,4121273,4120951,4121165,Not applicable,4121165
2017,2,New Jersey,Total Quarterly Wages,61781684396,61800450582,61802138448,61800625520,Not applicable,61800625520
2017,2,New Mexico,Quarterly Establishments,58468,57772,57769,57767,Not applicable,57767
2017,2,New Mexico,April Employment,810845,811363,811417,811434,Not applicable,811434
2017,2,New Mexico,May Employment,813918,814929,814989,815007,Not applicable,815007
2017,2,New Mexico,June Employment,815361,815027,815098,815110,Not applicable,815110
2017,2,New Mexico,Total Quarterly Wages,8706583918,8710772546,8710727122,8711079934,Not applicable,8711079934
2017,2,New York,Quarterly Establishments,648618,642348,638574,636021,Not applicable,636021
2017,2,New York,April Employment,9229667,9223964,9223074,9223298,Not applicable,9223298
2017,2,New York,May Employment,9331649,9326602,9325334,9325864,Not applicable,9325864
2017,2,New York,June Employment,9417378,9413765,9412229,9415218,Not applicable,9415218
2017,2,New York,Total Quarterly Wages,149970856570,149979856567,149981202061,150417320920,Not applicable,150417320920
2017,2,North Carolina,Quarterly Establishments,272046,272378,272381,272418,Not applicable,272418
2017,2,North Carolina,April Employment,4318845,4312046,4311699,4312098,Not applicable,4312098
2017,2,North Carolina,May Employment,4354938,4348032,4347610,4348029,Not applicable,4348029
2017,2,North Carolina,June Employment,4361440,4356185,4355760,4356433,Not applicable,4356433
2017,2,North Carolina,Total Quarterly Wages,50968844062,50905818298,50935863871,50938380757,Not applicable,50938380757
2017,2,North Dakota,Quarterly Establishments,31896,31898,31903,31903,Not applicable,31903
2017,2,North Dakota,April Employment,412900,413015,413040,413040,Not applicable,413040
2017,2,North Dakota,May Employment,419510,419580,419618,419618,Not applicable,419618
2017,2,North Dakota,June Employment,422653,422767,422821,422821,Not applicable,422821
2017,2,North Dakota,Total Quarterly Wages,5184762931,5186606539,5187531392,5187531392,Not applicable,5187531392
2017,2,Ohio,Quarterly Establishments,295181,296029,296010,296002,Not applicable,296002
2017,2,Ohio,April Employment,5344000,5346393,5345292,5345160,Not applicable,5345160
2017,2,Ohio,May Employment,5406297,5409300,5408226,5406150,Not applicable,5406150
2017,2,Ohio,June Employment,5422787,5427717,5426806,5424490,Not applicable,5424490
2017,2,Ohio,Total Quarterly Wages,63906662585,63946946968,63916846172,63915980078,Not applicable,63915980078
2017,2,Oklahoma,Quarterly Establishments,110423,110180,110095,110081,Not applicable,110081
2017,2,Oklahoma,April Employment,1580285,1582657,1582720,1582717,Not applicable,1582717
2017,2,Oklahoma,May Employment,1585660,1588107,1588165,1588162,Not applicable,1588162
2017,2,Oklahoma,June Employment,1583759,1587364,1587369,1587369,Not applicable,1587369
2017,2,Oklahoma,Total Quarterly Wages,17399707474,17482197628,17482629349,17482601324,Not applicable,17482601324
2017,2,Oregon,Quarterly Establishments,150167,149934,150045,149103,Not applicable,149103
2017,2,Oregon,April Employment,1872564,1873016,1874158,1875255,Not applicable,1875255
2017,2,Oregon,May Employment,1887128,1888482,1889908,1891247,Not applicable,1891247
2017,2,Oregon,June Employment,1912562,1915132,1916863,1918517,Not applicable,1918517
2017,2,Oregon,Total Quarterly Wages,23767328618,23786876543,23800672208,23810394590,Not applicable,23810394590
2017,2,Pennsylvania,Quarterly Establishments,360055,353738,353738,353737,Not applicable,353737
2017,2,Pennsylvania,April Employment,5783463,5779805,5779870,5779870,Not applicable,5779870
2017,2,Pennsylvania,May Employment,5837578,5834046,5834266,5834266,Not applicable,5834266
2017,2,Pennsylvania,June Employment,5859368,5857730,5858018,5858018,Not applicable,5858018
2017,2,Pennsylvania,Total Quarterly Wages,75711002367,75694788484,75701002901,75701002901,Not applicable,75701002901
2017,2,Rhode Island,Quarterly Establishments,37281,37288,37321,37297,Not applicable,37297
2017,2,Rhode Island,April Employment,473700,473729,474101,474024,Not applicable,474024
2017,2,Rhode Island,May Employment,480889,480953,481328,481249,Not applicable,481249
2017,2,Rhode Island,June Employment,487311,487122,487521,487443,Not applicable,487443
2017,2,Rhode Island,Total Quarterly Wages,6126144048,6133084806,6133649526,6133373549,Not applicable,6133373549
2017,2,South Carolina,Quarterly Establishments,128123,128056,128024,128042,Not applicable,128042
2017,2,South Carolina,April Employment,2031330,2032193,2031607,2034425,Not applicable,2034425
2017,2,South Carolina,May Employment,2044792,2046029,2045437,2048136,Not applicable,2048136
2017,2,South Carolina,June Employment,2053851,2055706,2055338,2056226,Not applicable,2056226
2017,2,South Carolina,Total Quarterly Wages,22166716051,22171816655,22163606931,22160550385,Not applicable,22160550385
2017,2,South Dakota,Quarterly Establishments,33227,33200,33202,33207,Not applicable,33207
2017,2,South Dakota,April Employment,419713,419726,419727,419720,Not applicable,419720
2017,2,South Dakota,May Employment,427954,427996,427995,427989,Not applicable,427989
2017,2,South Dakota,June Employment,435475,435585,435593,435586,Not applicable,435586
2017,2,South Dakota,Total Quarterly Wages,4365206579,4366065708,4366085362,4365998045,Not applicable,4365998045
2017,2,Tennessee,Quarterly Establishments,157230,156421,156334,156310,Not applicable,156310
2017,2,Tennessee,April Employment,2926584,2925296,2925357,2925229,Not applicable,2925229
2017,2,Tennessee,May Employment,2936584,2935184,2935235,2935088,Not applicable,2935088
2017,2,Tennessee,June Employment,2948080,2947705,2947780,2947617,Not applicable,2947617
2017,2,Tennessee,Total Quarterly Wages,34582714796,34577404998,34578532922,34580327378,Not applicable,34580327378
2017,2,Texas,Quarterly Establishments,671469,673846,673975,673977,Not applicable,673977
2017,2,Texas,April Employment,11960768,11965661,11966669,11966786,Not applicable,11966786
2017,2,Texas,May Employment,12019329,12022705,12023711,12023675,Not applicable,12023675
2017,2,Texas,June Employment,12059558,12065788,12066762,12066719,Not applicable,12066719
2017,2,Texas,Total Quarterly Wages,160380645571,160417941314,160426124078,160425320952,Not applicable,160425320952
